Index,IDSURVEY,zHD,zHEL,MU,MUERR,MUERR_VPEC,MUERR_SYS,PROBIA_BEAMS
366,10,0.2811,0.28158,40.48691,0.2756,0.0087,0.19091,0.99995
367,10,0.28169,0.28219,41.08529,0.2777,0.0087,0.30972,1.0
368,10,0.28303,0.28398,40.69138,0.1073,0.0086,0.02845,1.0
369,10,0.28417,0.28509,41.9664,6.4634,0.0086,0.26813,0.0013
370,10,0.28513,0.28605,40.88255,0.1164,0.0086,0.01512,1.0
371,10,0.28578,0.28683,40.65082,0.2153,0.0086,0.08898,1.0
372,10,0.28699,0.28792,41.02013,0.1374,0.0085,0.03503,1.0
373,10,0.28805,0.2891,40.79063,0.1205,0.0085,0.03896,1.0
374,10,0.28834,0.2894,40.84993,0.0989,0.0085,0.03766,1.0
375,10,0.28848,0.28956,41.84104,136.2306,0.0085,0.07017,0.0
376,10,0.28895,0.29,40.72403,0.1191,0.0085,0.0927,1.0
377,10,0.29001,0.29093,40.8731,0.1653,0.0084,0.02769,1.0
378,10,0.29069,0.29162,40.89234,0.1033,0.0084,0.03085,1.0
379,10,0.29082,0.29178,40.89713,0.1577,0.0084,0.0312,1.0
380,10,0.29093,0.29201,40.58483,0.1372,0.0084,0.01452,1.0
381,10,0.29149,0.29241,40.74212,0.1116,0.0084,0.04031,1.0
382,10,0.29156,0.29207,40.86883,0.1032,0.0084,0.03954,1.0
383,10,0.29185,0.29279,40.83596,0.127,0.0084,0.01719,1.0
384,10,0.29185,0.29279,40.78485,0.1547,0.0084,0.0338,0.99999
385,10,0.29199,0.29292,40.86884,0.1247,0.0084,0.02231,1.0
386,10,0.29209,0.29304,40.82885,0.1078,0.0084,0.02775,1.0
387,10,0.29256,0.2935,41.88914,30.5834,0.0084,0.19532,0.0001
388,10,0.29323,0.29425,40.88986,0.2023,0.0084,0.06529,1.0
389,10,0.29358,0.29461,40.99129,0.1076,0.0083,0.02367,0.99807
390,10,0.29376,0.29425,40.89113,0.1816,0.0083,0.19508,0.99999
391,10,0.29438,0.29546,41.07496,0.1846,0.0083,0.0527,0.99999
392,10,0.29461,0.29564,40.91041,0.1873,0.0083,0.11275,1.0
393,10,0.29471,0.29574,40.88079,0.1629,0.0083,0.03589,1.0
394,10,0.29498,0.29602,43.93669,248.0366,0.0083,0.02151,0.0
395,10,0.29571,0.29674,41.04146,0.1368,0.0083,0.04745,1.0
396,10,0.29584,0.29687,42.4282,223.8633,0.0083,0.05735,0.0
397,10,0.29648,0.29739,40.82165,0.1308,0.0083,0.01798,1.0
398,10,0.29686,0.2979,40.89235,0.1636,0.0083,0.11782,1.0
399,10,0.2977,0.29876,40.71277,0.1383,0.0082,0.01658,1.0
400,10,0.29874,0.29979,40.92345,0.1893,0.0082,0.05821,1.0
401,10,0.29887,0.2998,41.0903,0.1421,0.0082,0.11767,1.0
402,10,0.29911,0.29961,40.90452,0.2192,0.0082,0.08003,1.0
403,10,0.30179,0.30283,41.80664,47.043,0.0081,0.07689,0.0
404,10,0.30244,0.30348,41.1294,0.118,0.0081,0.02285,1.0
405,10,0.30246,0.30291,40.40637,4.0643,0.0081,0.14396,0.0036
406,10,0.30251,0.30356,40.93181,0.1755,0.0081,0.04561,1.0
407,10,0.30259,0.30365,42.00282,15.5403,0.0081,0.20003,0.0004
408,10,0.30307,0.30404,41.04589,0.213,0.0081,0.09207,1.0
409,10,0.30317,0.30421,41.38656,129.9918,0.0081,0.0853,0.0
410,10,0.30477,0.30581,40.93882,0.0984,0.0081,0.06476,0.99898
411,10,0.30477,0.30528,41.1145,0.1841,0.0081,0.05867,1.0
412,10,0.30511,0.30602,40.37324,169.2725,0.0081,0.14752,0.0
413,10,0.30517,0.30566,40.87119,0.138,0.0081,0.02903,1.0
414,10,0.30546,0.3065,40.93135,0.1245,0.0081,0.04875,1.0
415,10,0.30694,0.308,40.93472,0.0905,0.008,0.0329,1.0
416,10,0.30697,0.30791,41.00668,0.1151,0.008,0.01305,1.0
417,10,0.30743,0.30853,41.34191,0.1595,0.008,0.02653,0.99996
418,10,0.3088,0.30929,41.09949,0.1098,0.008,0.03481,1.0
419,10,0.30893,0.30996,40.93935,0.1835,0.008,0.03969,0.99999
420,10,0.30994,0.31102,41.14081,0.139,0.008,0.0409,1.0
421,10,0.31016,0.31121,41.7196,25.5919,0.0079,0.18587,0.0001
422,10,0.31042,0.31151,40.68442,0.2425,0.0079,0.19027,1.0
423,10,0.31048,0.31153,41.08142,0.1611,0.0079,0.03504,1.0
424,10,0.31075,0.31179,40.85079,0.1347,0.0079,0.02116,1.0
425,10,0.31079,0.31131,41.72013,258.7145,0.0079,0.03621,0.0
426,10,0.31184,0.3128,41.13838,0.1588,0.0079,0.0301,1.0
427,10,0.31193,0.31286,41.03378,0.1277,0.0079,0.03084,1.0
428,10,0.31194,0.313,41.03821,0.1303,0.0079,0.02636,1.0
429,10,0.31251,0.31343,41.06449,0.1108,0.0079,0.03514,1.0
430,10,0.31257,0.31363,41.05905,0.2082,0.0079,0.29029,0.99991
431,10,0.31268,0.31374,40.87877,0.1075,0.0079,0.06131,1.0
432,10,0.3127,0.31375,42.23841,195.0641,0.0079,0.01783,0.0
433,10,0.31286,0.3139,41.10731,0.114,0.0079,0.02939,1.0
434,10,0.31293,0.31401,41.09265,0.1346,0.0079,0.01768,1.0
435,10,0.31314,0.31413,40.95914,0.1765,0.0079,0.04425,1.0
436,10,0.31406,0.31457,41.01342,0.1067,0.0079,0.01775,1.0
437,10,0.31562,0.31615,41.11746,0.1092,0.0078,0.02802,1.0
438,10,0.31564,0.31613,41.12722,0.2304,0.0078,0.07903,1.0
439,10,0.31615,0.31721,41.10099,0.1151,0.0078,0.03165,1.0
440,10,0.31722,0.31818,41.10583,0.1381,0.0078,0.10889,1.0
441,10,0.31752,0.31845,41.325,0.2013,0.0078,0.05224,0.99828
442,10,0.31794,0.31902,41.1955,0.1235,0.0078,0.01648,1.0
443,10,0.31863,0.31956,41.14129,0.1286,0.0078,0.02001,1.0
444,10,0.31915,0.3201,41.11731,0.1342,0.0077,0.06231,0.94238
445,10,0.3192,0.31971,41.09362,0.2375,0.0077,0.11348,1.0
446,10,0.32008,0.32116,41.245,0.1491,0.0077,0.0184,0.99708
447,10,0.3204,0.32145,41.26326,0.1538,0.0077,0.02502,1.0
448,10,0.32059,0.32165,41.06264,0.1387,0.0077,0.02441,1.0
449,10,0.32078,0.32184,41.19991,0.1387,0.0077,0.0216,1.0
450,10,0.32154,0.32206,41.20996,0.1495,0.0077,0.01841,1.0
451,10,0.32214,0.3232,40.97363,0.1064,0.0077,0.02576,1.0
452,10,0.3225,0.32358,41.21681,0.1051,0.0077,0.02376,1.0
453,10,0.32274,0.3238,41.12372,0.141,0.0077,0.01444,0.99878
454,10,0.32394,0.32489,41.20068,0.1305,0.0076,0.01923,1.0
455,10,0.32472,0.32565,41.23036,0.149,0.0076,0.01753,1.0
456,10,0.3251,0.32608,41.15482,0.1419,0.0076,0.02158,1.0
457,10,0.3255,0.32657,41.0611,0.1836,0.0076,0.23697,1.0
458,10,0.32572,0.3268,41.14461,0.1054,0.0076,0.01638,1.0
459,10,0.32622,0.32717,41.15016,0.1152,0.0076,0.01516,1.0
460,10,0.3267,0.32764,41.19884,0.1365,0.0076,0.09421,1.0
461,10,0.32707,0.32813,40.96772,0.1501,0.0076,0.0485,1.0
462,10,0.3271,0.32816,41.23238,0.0826,0.0076,0.01664,1.0
463,10,0.32858,0.32964,41.15561,0.1025,0.0075,0.02813,1.0
464,10,0.32869,0.32917,41.61532,0.2189,0.0075,0.10101,0.9999
465,10,0.32869,0.32917,41.13399,0.1199,0.0075,0.01845,1.0
466,10,0.32874,0.32927,41.12827,0.1753,0.0075,0.03101,1.0
467,10,0.32909,0.32961,41.09302,0.1402,0.0075,0.02328,1.0
468,10,0.3293,0.3304,42.20032,200.9551,0.0075,0.05252,0.0
469,10,0.32959,0.33065,41.25571,0.0986,0.0075,0.01461,1.0
470,10,0.32988,0.33086,41.10156,0.2105,0.0075,0.07992,1.0
471,10,0.33,0.3305,41.36497,0.2109,0.0075,0.08166,1.0
472,10,0.33041,0.33134,41.00674,0.1993,0.0075,0.0675,1.0
473,10,0.33047,0.33153,41.20651,0.1893,0.0075,0.05071,1.0
474,10,0.33054,0.33147,41.32269,0.1293,0.0075,0.04757,1.0
475,10,0.3307,0.33165,41.23123,0.1243,0.0075,0.06465,0.99831
476,10,0.33121,0.33227,41.34494,0.1268,0.0075,0.02049,0.99998
477,10,0.33169,0.33267,42.5494,191.4833,0.0075,0.08218,0.0
478,10,0.33186,0.33234,41.23828,0.1149,0.0075,0.03731,1.0
479,10,0.33191,0.33245,41.09795,0.2958,0.0075,0.34637,1.0
480,10,0.33239,0.33286,41.05229,0.1308,0.0075,0.01641,1.0
481,10,0.33257,0.33307,41.07062,0.1195,0.0075,0.04183,1.0
482,10,0.33336,0.33442,41.22274,0.1175,0.0074,0.02925,1.0
483,10,0.33352,0.33403,41.0983,0.1097,0.0074,0.03185,1.0
484,10,0.33352,0.334,41.1466,0.149,0.0074,0.02132,0.99999
485,10,0.33386,0.33494,41.51629,0.1646,0.0074,0.12498,0.99995
486,10,0.33389,0.3344,41.09655,0.2212,0.0074,0.1392,0.99999
487,10,0.33403,0.33449,41.33285,0.2211,0.0074,0.05515,1.0
488,10,0.33403,0.33501,41.52916,0.1613,0.0074,0.02186,1.0
489,10,0.33423,0.3353,41.22336,0.1221,0.0074,0.02406,1.0
490,10,0.3347,0.33582,41.27318,0.1287,0.0074,0.0157,1.0
491,10,0.33472,0.33521,41.17467,0.21,0.0074,0.049,1.0
492,10,0.33479,0.33529,41.35422,0.2108,0.0074,0.26498,0.99999
493,10,0.33485,0.33582,41.43045,0.2227,0.0074,0.04798,1.0
494,10,0.33513,0.33558,41.11304,0.13,0.0074,0.01762,1.0
495,10,0.3352,0.33566,42.21636,15.655,0.0074,0.32878,0.0004
496,10,0.33549,0.336,41.20914,0.135,0.0074,0.10181,1.0
497,10,0.33584,0.33695,41.31977,0.1783,0.0074,0.18706,1.0
498,10,0.33633,0.33682,41.13656,0.2469,0.0074,0.19284,1.0
499,10,0.33662,0.33769,41.10509,0.1566,0.0074,0.03777,0.99999
500,10,0.33681,0.33727,41.40221,0.3103,0.0074,0.07224,0.99979
501,10,0.33683,0.33781,41.21969,0.1155,0.0074,0.02453,1.0
502,10,0.3372,0.3377,41.11461,0.0989,0.0074,0.03742,1.0
503,10,0.33743,0.3384,41.10457,0.1877,0.0074,0.04413,1.0
504,10,0.33753,0.33805,41.21254,0.0889,0.0074,0.01945,1.0
505,10,0.33754,0.33809,41.43363,0.2215,0.0074,0.10557,1.0
506,10,0.33759,0.33807,41.39351,0.1225,0.0074,0.02244,1.0
507,10,0.33778,0.33826,40.99379,0.1457,0.0074,0.05716,1.0
508,10,0.3378,0.33834,41.1826,0.2109,0.0074,0.116,1.0
509,10,0.33784,0.33833,41.3674,0.177,0.0074,0.03097,0.99728
510,10,0.33802,0.33852,41.20249,0.1091,0.0074,0.02401,1.0
511,10,0.33811,0.33907,42.34314,197.6117,0.0074,0.05361,0.0
512,10,0.33828,0.33926,41.29239,0.1437,0.0074,0.01932,1.0
513,10,0.33846,0.33943,40.87733,0.2161,0.0073,0.07778,0.96937
514,10,0.33899,0.33947,41.12532,0.2524,0.0073,0.0809,0.9955
515,10,0.3392,0.33972,41.41143,0.2125,0.0073,0.0859,0.99401
516,10,0.34037,0.34083,41.1496,0.193,0.0073,0.0688,1.0
517,10,0.34105,0.34204,41.64473,0.2944,0.0073,0.06634,0.5712
518,10,0.34157,0.34255,41.11123,0.1879,0.0073,0.27709,1.0
519,10,0.34175,0.3427,41.28327,0.2472,0.0073,0.1112,1.0
520,10,0.3418,0.34234,41.15902,0.1509,0.0073,0.01966,1.0
521,10,0.34224,0.34336,41.47595,0.1658,0.0073,0.09618,0.99999
522,10,0.34273,0.34321,40.60507,338.1609,0.0073,0.26716,0.0
523,10,0.34291,0.34389,40.95115,0.3518,0.0073,0.20623,0.2524
524,10,0.34304,0.34351,41.62383,0.2295,0.0073,0.06419,1.0
525,10,0.34305,0.34357,41.40908,0.2962,0.0073,0.22861,1.0
526,10,0.34307,0.34408,41.44534,0.133,0.0073,0.01493,1.0
527,10,0.34313,0.34423,41.38335,0.1365,0.0073,0.0145,1.0
528,10,0.34316,0.34365,42.74336,224.7118,0.0073,0.06676,0.0
529,10,0.34387,0.345,41.34527,0.1924,0.0072,0.04697,1.0
530,10,0.34392,0.34489,41.24242,0.1476,0.0072,0.03455,1.0
531,10,0.3441,0.34522,42.49381,283.2525,0.0072,0.12311,0.0
532,10,0.34417,0.34529,41.33949,0.1104,0.0072,0.04052,1.0
533,10,0.34436,0.34545,41.09129,0.1802,0.0072,0.0348,0.99999
534,10,0.34451,0.34498,41.44891,0.1724,0.0072,0.05335,0.8995
535,10,0.34459,0.34506,41.26558,0.1332,0.0072,0.01414,1.0
536,10,0.34472,0.34521,42.25376,7.0706,0.0072,0.11381,0.0021
537,10,0.34478,0.34586,41.25878,0.1051,0.0072,0.0268,1.0
538,10,0.34548,0.34601,41.36581,0.1073,0.0072,0.03723,1.0
539,10,0.3455,0.34598,41.26919,0.1147,0.0072,0.02221,1.0
540,10,0.34565,0.34672,41.30887,0.1262,0.0072,0.01843,1.0
541,10,0.34578,0.34691,41.29105,0.1427,0.0072,0.03788,0.9998
542,10,0.34579,0.34627,41.43032,0.2147,0.0072,0.13332,0.96779
543,10,0.34601,0.34655,41.29064,0.1507,0.0072,0.03246,1.0
544,10,0.34689,0.34785,41.09872,0.1308,0.0072,0.03172,1.0
545,10,0.34721,0.34818,41.13422,0.1159,0.0072,0.09499,1.0
546,10,0.34721,0.34771,42.87201,218.2322,0.0072,0.19312,0.0
547,10,0.34776,0.34822,41.64355,0.2071,0.0072,0.08244,0.99981
548,10,0.34799,0.34896,41.51216,0.207,0.0072,0.05281,0.9999
549,10,0.3481,0.34905,41.72694,0.2574,0.0072,0.11285,0.9999
550,10,0.34814,0.34909,41.16477,0.1815,0.0072,0.02669,1.0
551,10,0.34832,0.34882,42.90996,218.4352,0.0072,0.01874,0.0
552,10,0.34886,0.34934,41.22103,0.1176,0.0072,0.0273,1.0
553,10,0.34918,0.35013,41.38191,0.1554,0.0071,0.01567,1.0
554,10,0.35016,0.35067,41.3179,0.1075,0.0071,0.02152,1.0
555,10,0.35021,0.35116,41.25782,0.2671,0.0071,0.094,1.0
556,10,0.35023,0.35118,41.3175,0.1076,0.0071,0.03211,1.0
557,10,0.35039,0.35088,41.25919,0.1755,0.0071,0.04631,1.0
558,10,0.35071,0.35167,41.26951,0.1554,0.0071,0.03093,1.0
559,10,0.35129,0.35238,41.47435,0.1285,0.0071,0.07448,1.0
560,10,0.35159,0.35253,41.29629,0.1925,0.0071,0.04316,1.0
561,10,0.35177,0.35277,41.25662,0.1129,0.0071,0.05279,1.0
562,10,0.35211,0.35321,41.15259,0.1223,0.0071,0.01506,1.0
563,10,0.35267,0.35377,42.02292,32.6184,0.0071,0.06372,0.0001
564,10,0.35284,0.35332,41.51424,0.1552,0.0071,0.13621,1.0
565,10,0.35299,0.35349,41.39783,0.127,0.0071,0.06941,1.0
566,10,0.35329,0.35428,41.53772,0.1435,0.0071,0.02072,0.99999
567,10,0.35433,0.35542,41.10221,0.1098,0.0071,0.02519,0.99997
568,10,0.35469,0.35583,41.30599,0.2287,0.007,0.07548,0.95092
569,10,0.35484,0.35592,41.5652,0.1302,0.007,0.01511,1.0
570,10,0.35561,0.35658,41.29741,0.1358,0.007,0.02629,1.0
571,10,0.35631,0.35684,41.30196,0.115,0.007,0.02234,1.0
572,10,0.35667,0.35778,41.3561,0.128,0.007,0.02918,1.0
573,10,0.35723,0.35775,41.28873,0.1998,0.007,0.03667,1.0
574,10,0.35763,0.35859,41.88096,0.1958,0.007,0.1956,0.9996
575,10,0.35791,0.35888,41.40865,0.1746,0.007,0.01896,1.0
576,10,0.35831,0.35926,41.59729,0.1189,0.007,0.02068,0.99999
577,10,0.35843,0.35941,41.54725,0.1389,0.007,0.02285,1.0
578,10,0.35921,0.36022,41.38866,0.1287,0.007,0.08485,0.99784
579,10,0.35942,0.35991,42.35098,164.6259,0.007,0.03488,0.0
580,10,0.35948,0.36,41.52797,0.1065,0.007,0.02301,1.0
581,10,0.35948,0.36,41.45362,0.1031,0.007,0.03261,1.0
582,10,0.36002,0.36101,41.56068,0.148,0.007,0.01911,0.99996
583,10,0.36021,0.36131,41.60278,0.2716,0.007,0.12413,0.9999
584,10,0.36021,0.3612,42.56591,232.3702,0.007,0.02084,0.0
585,10,0.36025,0.36123,42.08385,0.3282,0.007,0.0867,0.8357
586,10,0.36027,0.36136,41.34945,0.1453,0.007,0.02437,1.0
587,10,0.36044,0.36142,41.42073,0.1924,0.0069,0.09063,0.99927
588,10,0.36048,0.36097,41.30285,0.1706,0.0069,0.05629,0.99962
589,10,0.36087,0.36186,41.2245,0.1646,0.0069,0.01746,1.0
590,10,0.36101,0.36195,41.55955,0.21,0.0069,0.26233,0.99947
591,10,0.36115,0.36213,41.55013,0.1856,0.0069,0.05762,0.99999
592,10,0.36131,0.36229,41.43008,0.1709,0.0069,0.04299,0.99954
593,10,0.3616,0.36259,41.50152,0.2473,0.0069,0.04135,0.99999
594,10,0.36161,0.36255,41.28252,0.1967,0.0069,0.05835,0.99991
595,10,0.36176,0.36285,41.48715,0.1265,0.0069,0.02674,1.0
596,10,0.36271,0.36367,40.9642,0.1549,0.0069,0.03158,0.98924
597,10,0.36326,0.36379,41.35083,0.1855,0.0069,0.02697,1.0
598,10,0.3639,0.36491,41.52774,0.166,0.0069,0.04718,0.99998
599,10,0.36444,0.36495,41.57902,0.1242,0.0069,0.04224,1.0
600,10,0.3646,0.3657,41.232,0.1694,0.0069,0.04212,0.99999
601,10,0.36463,0.36573,41.30831,0.2163,0.0069,0.07248,1.0
602,10,0.36538,0.36587,42.59691,138.5198,0.0069,0.2563,0.0
603,10,0.3654,0.36593,41.48489,0.2179,0.0069,0.06008,0.99806
604,10,0.36549,0.366,41.40332,0.1088,0.0069,0.02682,1.0
605,10,0.36571,0.36621,41.38879,0.1978,0.0069,0.23328,0.99973
606,10,0.36604,0.36704,41.23154,0.1836,0.0069,0.02666,1.0
607,10,0.36606,0.36704,41.57625,0.1416,0.0069,0.02423,1.0
608,10,0.36656,0.36757,41.3954,0.1317,0.0068,0.03954,1.0
609,10,0.36672,0.3677,41.48063,0.1384,0.0068,0.01691,0.99999
610,10,0.36704,0.36812,41.25502,0.0964,0.0068,0.02352,1.0
611,10,0.36705,0.36807,41.49526,0.1186,0.0068,0.02023,1.0
612,10,0.36711,0.36812,41.41436,0.1144,0.0068,0.02349,1.0
613,10,0.36774,0.36872,41.11399,0.1147,0.0068,0.03176,1.0
614,10,0.36795,0.36892,41.44872,0.119,0.0068,0.01565,1.0
615,10,0.36798,0.36897,41.50983,0.1471,0.0068,0.054,0.99998
616,10,0.36798,0.36896,41.40591,0.1493,0.0068,0.02652,1.0
617,10,0.36834,0.36932,41.27058,0.1238,0.0068,0.0492,0.94749
618,10,0.36843,0.36947,41.64184,0.1785,0.0068,0.0255,0.99713
619,10,0.36862,0.3696,41.5655,0.2602,0.0068,0.08345,0.99995
620,10,0.36966,0.37077,41.37922,0.274,0.0068,0.13431,0.99995
621,10,0.37043,0.37157,41.29234,0.1464,0.0068,0.02774,0.99999
622,10,0.37044,0.37145,41.56655,0.1445,0.0068,0.08495,1.0
623,10,0.37136,0.37235,41.43197,0.139,0.0068,0.02633,0.99964
624,10,0.37143,0.37244,41.41159,0.1427,0.0068,0.02523,1.0
625,10,0.37176,0.37277,41.39942,0.1455,0.0068,0.04756,1.0
626,10,0.37178,0.3728,41.45703,0.2514,0.0068,0.06249,0.99337
627,10,0.37202,0.37303,41.67956,0.1474,0.0068,0.07503,1.0
628,10,0.37228,0.37325,41.39484,0.1739,0.0068,0.08263,0.99999
629,10,0.37298,0.37397,41.46099,0.1255,0.0067,0.01587,1.0
630,10,0.37567,0.3768,41.36417,0.1722,0.0067,0.0235,1.0
631,10,0.37678,0.37727,41.46815,0.1329,0.0067,0.02521,1.0
632,10,0.37719,0.37822,41.42987,0.1449,0.0067,0.02893,1.0
633,10,0.37769,0.37869,42.15081,1.262,0.0067,0.09724,0.0511
634,10,0.37797,0.37908,41.47658,0.1632,0.0067,0.03611,1.0
635,10,0.37813,0.37862,41.30302,0.2025,0.0067,0.06828,0.9914
636,10,0.3789,0.38,41.47386,0.1468,0.0066,0.02714,1.0
637,10,0.37937,0.37987,41.65466,0.1759,0.0066,0.03062,0.99997
638,10,0.37942,0.37996,41.57089,0.1261,0.0066,0.02127,1.0
639,10,0.38131,0.38182,41.52151,0.1744,0.0066,0.11138,1.0
640,10,0.38137,0.38239,41.50847,0.1915,0.0066,0.04022,1.0
641,10,0.38185,0.38237,41.63203,0.1558,0.0066,0.02335,1.0
642,10,0.38247,0.38361,41.42685,0.1332,0.0066,0.07232,1.0
643,10,0.38251,0.38353,41.39445,0.2292,0.0066,0.05521,1.0
644,10,0.38274,0.38377,41.77392,0.2424,0.0066,0.06305,0.99994
645,10,0.38283,0.38397,41.44162,0.1592,0.0066,0.0341,1.0
646,10,0.38323,0.38423,41.3791,0.1708,0.0066,0.0392,1.0
647,10,0.38328,0.38378,41.50629,0.1276,0.0066,0.0318,1.0
648,10,0.38337,0.38388,41.6293,0.2593,0.0066,0.07982,0.99999
649,10,0.38353,0.38405,41.49537,0.2463,0.0066,0.03597,0.99978
650,10,0.38373,0.38474,41.23591,262.7785,0.0066,0.04681,0.0
651,10,0.38393,0.38493,41.46707,0.1815,0.0066,0.04214,1.0
652,10,0.384,0.3845,41.77543,0.2684,0.0066,0.07166,0.99999
653,10,0.38495,0.38598,41.04571,0.1831,0.0066,0.12474,0.99995
654,10,0.3862,0.38724,41.59525,0.1662,0.0065,0.03013,1.0
655,10,0.38676,0.3878,41.6411,0.1688,0.0065,0.04376,1.0
656,10,0.38683,0.38786,41.60627,0.1354,0.0065,0.01367,0.99997
657,10,0.38732,0.38834,41.67321,0.1881,0.0065,0.18691,1.0
658,10,0.38748,0.3885,41.3551,0.1718,0.0065,0.08254,1.0
659,10,0.38809,0.3886,41.8912,0.2693,0.0065,0.06494,0.96354
660,10,0.38884,0.38932,41.61793,0.1517,0.0065,0.01984,1.0
661,10,0.38889,0.39,41.585,0.1334,0.0065,0.02654,1.0
662,10,0.38948,0.3905,41.14367,0.2208,0.0065,0.03573,0.6935
663,10,0.39044,0.39093,41.64288,0.1628,0.0065,0.11175,1.0
664,10,0.39136,0.39235,41.57298,0.1557,0.0065,0.02817,1.0
665,10,0.39146,0.392,41.58434,150.6151,0.0065,0.04265,0.0
666,10,0.39186,0.3929,41.61736,0.1734,0.0065,0.08985,1.0
667,10,0.39189,0.39292,41.95625,0.2528,0.0065,0.06013,0.99857
668,10,0.39201,0.39257,41.5727,0.279,0.0065,0.16098,0.99999
669,10,0.39216,0.39319,41.67219,0.1344,0.0064,0.05897,1.0
670,10,0.39282,0.39392,41.54316,0.2135,0.0064,0.35073,1.0
671,10,0.39298,0.394,41.61587,0.1388,0.0064,0.02779,1.0
672,10,0.39362,0.39464,41.6875,0.3134,0.0064,0.02832,0.99998
673,10,0.39365,0.39468,42.25254,0.2723,0.0064,0.18383,0.8774
674,10,0.39436,0.39534,41.55427,0.1824,0.0064,0.04064,1.0
675,10,0.39494,0.39596,41.74977,0.1688,0.0064,0.02086,1.0
676,10,0.39496,0.396,40.94218,0.2288,0.0064,0.06645,0.91412
677,10,0.39512,0.3956,41.69227,0.1505,0.0064,0.01953,1.0
678,10,0.39521,0.39634,41.14772,5.763,0.0064,0.08126,0.0021
679,10,0.39764,0.39869,41.37364,0.2229,0.0064,0.119,0.99998
680,10,0.39821,0.39922,41.83358,0.1674,0.0064,0.04809,1.0
681,10,0.39827,0.39875,41.80643,0.2807,0.0064,0.10899,0.99993
682,10,0.39835,0.39883,41.44377,0.186,0.0064,0.17071,1.0
683,10,0.39876,0.39978,41.94071,0.2754,0.0064,0.03032,0.99953
684,10,0.39932,0.39982,41.77158,0.2252,0.0063,0.06906,0.99999
685,10,0.40031,0.40132,41.51903,0.1744,0.0063,0.04818,1.0
686,10,0.40109,0.40212,42.44441,279.3887,0.0063,0.05897,0.0
687,10,0.40188,0.40288,41.57734,0.1816,0.0063,0.02493,0.9959
688,10,0.40194,0.40244,41.59565,0.1439,0.0063,0.02816,1.0
689,10,0.40228,0.4033,41.50684,0.1677,0.0063,0.16821,1.0
690,10,0.40349,0.40448,42.11665,0.3438,0.0063,0.044,0.6978
691,10,0.4036,0.40474,41.73836,0.1551,0.0063,0.03245,1.0
692,10,0.40361,0.40412,41.68997,0.1559,0.0063,0.06521,1.0
693,10,0.40457,0.40557,41.50941,266.1743,0.0063,0.07741,0.0
694,10,0.40467,0.40584,41.66284,183.6521,0.0063,0.09813,0.0
695,10,0.40476,0.40528,41.65098,0.1446,0.0063,0.01687,1.0
696,10,0.40512,0.40563,41.74579,0.1379,0.0063,0.03165,1.0
697,10,0.40538,0.4065,41.53219,0.1213,0.0063,0.02364,1.0
698,10,0.40572,0.40675,41.79768,0.2168,0.0063,0.02893,0.99997
699,10,0.40597,0.40697,41.82821,0.1546,0.0063,0.02668,1.0
700,10,0.40626,0.40726,41.74051,0.1944,0.0063,0.01795,1.0
701,10,0.40644,0.40759,42.13934,0.484,0.0062,0.02454,0.3241
702,10,0.40647,0.407,41.79909,0.1518,0.0062,0.02795,1.0
703,10,0.40684,0.40786,41.88516,0.2069,0.0062,0.04031,0.9955
704,10,0.40697,0.40797,42.23683,0.2398,0.0062,0.05897,0.97972
705,10,0.40746,0.40795,41.71383,0.2001,0.0062,0.16529,0.99998
706,10,0.40841,0.40944,41.73184,0.1671,0.0062,0.01457,1.0
707,10,0.40897,0.40949,41.71107,0.1203,0.0062,0.03053,1.0
708,10,0.409,0.41,41.75601,0.2063,0.0062,0.04484,1.0
709,10,0.40911,0.41009,41.94595,0.2241,0.0062,0.03867,0.99902
710,10,0.40925,0.41029,41.56159,0.1733,0.0062,0.05628,1.0
711,10,0.41066,0.41166,42.20685,0.2803,0.0062,0.04054,0.99977
712,10,0.41097,0.41152,41.81159,0.1071,0.0062,0.04713,1.0
713,10,0.41113,0.41216,41.6509,0.2,0.0062,0.05374,1.0
714,10,0.41235,0.41337,41.82979,0.1808,0.0062,0.0272,0.99987
715,10,0.41257,0.41363,41.68001,0.2328,0.0062,0.12377,0.99886
716,10,0.41357,0.41459,41.65307,0.1778,0.0062,0.12218,1.0
717,10,0.41447,0.41562,41.75128,0.2499,0.0061,0.03642,0.99939
718,10,0.41527,0.41577,41.74117,0.1185,0.0061,0.02514,1.0
719,10,0.41568,0.4167,41.64874,0.1532,0.0061,0.02205,1.0
720,10,0.41962,0.42019,41.85497,0.2219,0.0061,0.09927,1.0
721,10,0.42029,0.4208,41.98525,0.1657,0.0061,0.01802,1.0
722,10,0.42044,0.4215,41.58688,0.1136,0.0061,0.03016,0.99998
723,10,0.42054,0.42108,41.74141,0.1418,0.0061,0.03845,1.0
724,10,0.42068,0.42181,41.57618,0.1235,0.0061,0.0364,1.0
725,10,0.42089,0.4214,41.70125,0.1533,0.0061,0.02556,1.0
726,10,0.42131,0.4225,41.91931,0.1409,0.0061,0.0295,1.0
727,10,0.42147,0.4225,41.98488,0.1585,0.0061,0.01917,0.99998
728,10,0.42199,0.42306,41.63381,0.1664,0.006,0.01118,0.99998
729,10,0.42224,0.42274,42.12211,0.2173,0.006,0.04101,0.99998
730,10,0.42235,0.4229,41.72469,0.2179,0.006,0.0648,1.0
731,10,0.42267,0.42373,42.10023,0.2309,0.006,0.14575,0.99953
